Kanji,Furigana,Meaning,Level
多い,おおい,many,N5
大きい,おおきい,big,N5
大きな,おおきな,big,N5
大勢,おおぜい,great number of people,N5
お母さん,おかあさん,(honorable) mother,N5
お菓子,おかし,"sweets, candy",N5
お金,おかね,money,N5
起きる,おきる,to get up,N5
置く,おく,to put,N5
奥さん,おくさん,(honorable) wife,N5
お酒,おさけ,"alcohol, rice wine",N5
お皿,おさら,"plate, dish",N5
伯父/叔父,おじいさん,"grandfather, male senior citizen",N5
教える,おしえる,"to teach, to tell",N5
伯父/叔父,おじさん,"uncle, middle aged gentleman",N5
押す,おす,"to push, to stamp something",N5
遅い,おそい,"late, slow",N5
お茶,おちゃ,green tea,N5
お手洗い,おてあらい,bathroom,N5
お父さん,おとうさん,(honorable) father,N5
弟,おとうと,younger brother,N5
男,おとこ,Man,N5
男の子,おとこのこ,Boy,N5
一昨日,おととい,day before yesterday,N5
一昨年,おととし,year before last,N5
大人,おとな,Adult,N5
,おなか,stomach,N5
同じ,おなじ,same,N5
お兄さん,おにいさん,(honorable) older brother,N5
お姉さん,おねえさん,(honorable) older sister,N5
,おばあさん,"grandmother, female senior-citizen",N5
伯母さん/叔母さん,おばさん,Aunt,N5
お風呂,おふろ,Bath,N5
お弁当,おべんとう,boxed lunch,N5
覚える,おぼえる,to remember,N5
,おまわりさん,friendly term for policeman,N5
重い,おもい,Heavy,N5
,おもしろい,Interesting,N5
泳ぐ,およぐ,to swim,N5
降りる,おりる,"to get off, to descend",N5
終る,おわる,to finish,N5
音楽,おんがく,Music,N5
女,おんな,Woman,N5
女の子,おんなのこ,Girl,N5
外国,がいこく,foreign country,N5
外国人,がいこくじん,Foreigner,N5
会社,かいしゃ,Company,N5
階段,かいだん,Stairs,N5
買い物,かいもの,Shopping,N5
買う,かう,to buy,N5
返す,かえす,to return something,N5
帰る,かえる,to go back,N5
,かかる,to take time or money,N5
,かぎ,Key,N5
書く,かく,to write,N5
学生,がくせい,Student,N5
,かける,to call by phone,N5
傘,かさ,Umbrella,N5
貸す,かす,to lend,N5
風,かぜ,Wind,N5
風邪,かぜ,a cold,N5
家族,かぞく,Family,N5
方,かた,"person, way of doing",N5
学校,がっこう,School,N5
,カップ,Cup,N5
家庭,かてい,Household,N5
角,かど,a corner,N5
,かばん,"bag, basket",N5
花瓶,かびん,a vase,N5
紙,かみ,paper,N5
,カメラ,camera,N5
火曜日,かようび,Tuesday,N5
辛い,からい,Spicy,N5
体,からだ,Body,N5
借りる,かりる,to borrow,N5
軽い,かるい,Light,N5
,カレー,Curry,N5
,カレンダー,calendar,N5
川/河,かわ,River,N5
,かわいい,Cute,N5
漢字,かんじ,Chinese character,N5
木,き,"tree, wood",N5
黄色,きいろ,yellow,N5
黄色い,きいろい,yellow,N5
消える,きえる,to disappear,N5
聞く,きく,"to hear, to listen to, to ask",N5
北,きた,North,N5
,ギター,Guitar,N5
汚い,きたない,Dirty,N5
喫茶店,きっさてん,coffee lounge,N5
切手,きって,postage stamp,N5
切符,きっぷ,Ticket,N5
昨日,きのう,Yesterday,N5
九,きゅう / く,Nine,N5
牛肉,ぎゅうにく,Beef,N5
牛乳,ぎゅうにゅう,Milk,N5
今日,きょう,Today,N5
教室,きょうしつ,Classroom,N5
兄弟,きょうだい,(humble) siblings,N5
去年,きょねん,last year,N5
嫌い,きらい,Hate,N5
切る,きる,to cut,N5
着る,きる,to put on from the shoulders down,N5
,きれい,"pretty, clean",N5
,キロ/キログラム,Kilogram,N5
,キロ/キロメートル,Kilometer,N5
銀行,ぎんこう,Bank,N5
金曜日,きんようび,Friday,N5
薬,くすり,medicine,N5
,ください,Please,N5
果物,くだもの,Fruit,N5
口,くち,"mouth, opening",N5
靴,くつ,Shoes,N5
靴下,くつした,Socks,N5
国,くに,Country,N5
曇り,くもり,cloudy weather,N5
曇る,くもる,"to become cloudy, to become dim",N5
暗い,くらい,Gloomy,N5
,クラス,Class,N5
,グラム,Gram,N5
来る,くる,to come,N5
車,くるま,"car, vehicle",N5
黒,くろ,Black,N5
黒い,くろい,black,N5
警官,けいかん,policeman,N5
今朝,けさ,this morning,N5
消す,けす,"to erase, to turn off power",N5
結構,けっこう,"splendid, enough",N5
結婚,けっこん,Marriage,N5
月曜日,げつようび,Monday,N5
玄関,げんかん,entry hall,N5
元気,げんき,"health, vitality",N5
五,ご,Five,N5
公園,こうえん,Park,N5
交差点,こうさてん,intersection,N5
紅茶,こうちゃ,black tea,N5
交番,こうばん,police box,N5
声,こえ,Voice,N5
,コート,"coat, tennis court",N5
,コーヒー,Coffee,N5
,ここ,Here,N5
午後,ごご,afternoon,N5
九日,ここのか,"nine days, ninth day",N5
九つ,ここのつ,Nine,N5
午前,ごぜん,morning,N5
答える,こたえる,to answer,N5
,こちら,this person or way,N5
,こっち,this person or way,N5
,コップ,a glass,N5
今年,ことし,this year,N5
言葉,ことば,"word, language",N5
子供,こども,Child,N5
,この,This,N5
御飯,ごはん,"cooked rice, meal",N5
,コピーする,to copy,N5
困る,こまる,to be worried,N5
,これ,This,N5
今月,こんげつ,this month,N5
今週,こんしゅう,this week,N5
,こんな,Such,N5
今晩,こんばん,this evening,N5
,さあ,well…,N5
財布,さいふ,Wallet,N5
魚,さかな,Fish,N5
先,さき,"the future, previous",N5
咲く,さく,to bloom,N5
作文,さくぶん,"composition, writing",N5
差す,さす,"to stretch out hands, to raise an umbrella",N5
雑誌,ざっし,Magazine,N5
砂糖,さとう,Sugar,N5
寒い,さむい,Cold,N5
さ来年,さらいねん,year after next,N5
三,さん,Three,N5
散歩,さんぽする,to stroll,N5
四,し / よん,Four,N5
塩,しお,Salt,N5
,しかし,However,N5
時間,じかん,Time,N5
仕事,しごと,Job,N5
辞書,じしょ,Dictionary,N5
静か,しずか,Quiet,N5
下,した,Below,N5
七,しち / なな,Seven,N5
質問,しつもん,Question,N5
自転車,じてんしゃ,Bicycle,N5
自動車,じどうしゃ,Automobile,N5
死ぬ,しぬ,to die,N5
字引,じびき,Dictionary,N5
自分,じぶん,Oneself,N5
閉まる,しまる,"to close, to be closed",N5
閉める,しめる,to close something,N5
締める,しめる,to tie,N5
,じゃ/じゃあ,well then…,N5
写真,しゃしん,photograph,N5
,シャツ,Shirt,N5
,シャワー,Shower,N5
十,じゅう とお,Ten,N5
授業,じゅぎょう,"lesson, class work",N5
宿題,しゅくだい,homework,N5
上手,じょうず,Skillful,N5
丈夫,じょうぶ,"strong, durable",N5
,しょうゆ,soy sauce,N5
食堂,しょくどう,dining hall,N5
知る,しる,to know,N5
白,しろ,White,N5
白い,しろい,White,N5
新聞,しんぶん,newspaper,N5
水曜日,すいようび,Wednesday,N5
吸う,すう,"to smoke, to suck",N5
,スカート,Skirt,N5
好き,すき,Likeable,N5
少ない,すくない,a few,N5
,すぐに,Instantly,N5
少し,すこし,Few,N5
涼しい,すずしい,Refreshing,N5
,ストーブ,Heater,N5
,スプーン,Spoon,N5
,スポーツ,Sport,N5
,ズボン,Trousers,N5
住む,すむ,to live in,N5
,スリッパ,Slippers,N5
,する,to do,N5
座る,すわる,to sit,N5
背,せ,"height, stature",N5
生徒,せいと,Pupil,N5
,セーター,"sweater, jumper",N5
,せっけん,Economy,N5
背広,せびろ,business suit,N5
狭い,せまい,Narrow,N5
,ゼロ,Zero,N5
千,せん,Thousand,N5
先月,せんげつ,last month,N5
先週,せんしゅう,last week,N5
先生,せんせい,"teacher, doctor",N5
洗濯,せんたく,Washing,N5
全部,ぜんぶ,All,N5
掃除,そうじする,"to clean, to sweep",N5
,そうして/そして,And,N5
,そこ,that place,N5
,そちら,over there,N5
,そっち,over there,N5
外,そと,Outside,N5
,その,That,N5
,そば,"near, beside",N5
空,そら,Sky,N5
,それ,that,N5
,それから,after that,N5
,それでは,in that situation,N5
大学,だいがく,university,N5
大使館,たいしかん,embassy,N5
大丈夫,だいじょうぶ,all right,N5
大好き,だいすき,to be very likeable,N5
大切,たいせつ,important,N5
台所,だいどころ,kitchen,N5
,たいへん,very,N5
,たいへん,difficult situation,N5
高い,たかい,"tall, expensive",N5
,たくさん,many,N5
,タクシー,taxi,N5
出す,だす,to put out,N5
立つ,たつ,to stand,N5
,たて,"length,height",N5
建物,たてもの,building,N5
楽しい,たのしい,enjoyable,N5
頼む,たのむ,to ask,N5
,たばこ,"tobacco,cigarettes",N5
,たぶん,probably,N5
食べ物,たべもの,food,N5
食べる,たべる,to eat,N5
卵,たまご,egg,N5
誰,だれ,who,N5
誰,だれか,somebody,N5
誕生日,たんじょうび,birthday,N5
,だんだん,gradually,N5
小さい,ちいさい,little,N5
小さな,ちいさな,little,N5
近い,ちかい,near,N5
違う,ちがう,to differ,N5
近く,ちかく,near,N5
地下鉄,ちかてつ,underground train,N5
地図,ちず,map,N5
茶色,ちゃいろ,brown,N5
,ちゃわん,rice bowl,N5
,ちょうど,exactly,N5
,ちょっと,somewhat,N5
一日,ついたち,first of month,N5
使う,つかう,to use,N5
疲れる,つかれる,to get tired,N5
次,つぎ,next,N5
着く,つく,to arrive at,N5
机,つくえ,desk,N5
作る,つくる,to make,N5
,つける,to turn on,N5
勤める,つとめる,to work for someone,N5
,つまらない,boring,N5
冷たい,つめたい,cold to the touch,N5
強い,つよい,powerful,N5
手,て,hand,N5
,テープ,tape,N5
,テーブル,table,N5
,テープレコーダー,tape recorder,N5
出かける,でかける,to go out,N5
手紙,てがみ,letter,N5
,できる,to be able to,N5
出口,でぐち,exit,N5
,テスト,test,N5
,では,with that...,N5
,デパート,department store,N5
,でも,but,N5
出る,でる,"to appear,to leave",N5
,テレビ,television,N5
天気,てんき,weather,N5
電気,でんき,"electricity,electric light",N5
電車,でんしゃ,electric train,N5
電話,でんわ,telephone,N5
戸,と,Japanese style door,N5
,ドア,Western style door,N5
,トイレ,toilet,N5
,どう,"how,in what way",N5
,どうして,for what reason,N5
,どうぞ,please,N5
動物,どうぶつ,animal,N5
,どうも,thanks,N5
遠い,とおい,far,N5
十日,とおか,"ten days,the tenth day",N5
時々,ときどき,sometimes,N5
時計,とけい,"watch,clock",N5
,どこ,where,N5
所,ところ,place,N5
年,とし,year,N5
図書館,としょかん,library,N5
,どちら,which of two,N5
,どっち,which,N5
,とても,very,N5
,どなた,who,N5
隣,となり,next door to,N5
,どの,which,N5
飛ぶ,とぶ,"to fly,to hop",N5
止まる,とまる,to come to a halt,N5
友達,ともだち,friend,N5
土曜日,どようび,Saturday,N5
鳥,とり,bird,N5
とり肉,とりにく,chicken meat,N5
取る,とる,to take something,N5
撮る,とる,to take a photo or record a film,N5
,どれ,which (of three or more),N5
,ナイフ,knife,N5
中,なか,middle,N5
長い,ながい,long,N5
鳴く,なく,"animal noise. to chirp, roar or croak etc.",N5
無くす,なくす,to lose something,N5
,なぜ,why,N5
夏,なつ,summer,N5
夏休み,なつやすみ,summer holiday,N5
,など,et cetera,N5
七つ,ななつ,seven,N5
七日,なのか,"seven days,the seventh day",N5
名前,なまえ,name,N5
習う,ならう,to learn,N5
並ぶ,ならぶ,"to line up,to stand in a line",N5
並べる,ならべる,"to line up,to set up",N5
,なる,to become,N5
何,なん/なに,what,N5
二,に,two,N5
賑やか,にぎやか,"bustling,busy",N5
肉,にく,meat,N5
西,にし,west,N5
日曜日,にちようび,Sunday,N5
荷物,にもつ,luggage,N5
,ニュース,news,N5
庭,にわ,garden,N5
脱ぐ,ぬぐ,to take off clothes,N5
温い,ぬるい,luke warm,N5
,ネクタイ,"tie,necktie",N5
猫,ねこ,cat,N5
寝る,ねる,"to go to bed,to sleep",N5
,ノート,"notebook,exercise book",N5
登る,のぼる,to climb,N5
飲み物,のみもの,a drink,N5
飲む,のむ,to drink,N5
乗る,のる,"to get on,to ride",N5
歯,は,tooth,N5
,パーティー,party,N5
,はい,yes,N5
灰皿,はいざら,ashtray,N5
入る,はいる,"to enter,to contain",N5
葉書,はがき,postcard,N5
,はく,"to wear,to put on trousers",N5
箱,はこ,box,N5
橋,はし,bridge,N5
,はし,chopsticks,N5
始まる,はじまる,to begin,N5
初め/始め,はじめ,beginning,N5
初めて,はじめて,for the first time,N5
走る,はしる,to run,N5
,バス,bus,N5
,バター,butter,N5
二十歳,はたち,"20 years old,20th year",N5
働く,はたらく,to work,N5
八,はち,eight,N5
二十日,はつか,"twenty days,twentieth",N5
花,はな,flower,N5
鼻,はな,nose,N5
話,はなし,"talk,story",N5
話す,はなす,to speak,N5
早い,はやい,early,N5
速い,はやい,quick,N5
春,はる,spring,N5
貼る,はる,to stick,N5
晴れ,はれ,clear weather,N5
晴れる,はれる,to be sunny,N5
半,はん,half,N5
晩,ばん,evening,N5
,パン,bread,N5
,ハンカチ,handkerchief,N5
番号,ばんごう,number,N5
晩御飯,ばんごはん,evening meal,N5
半分,はんぶん,half minute,N5
東,ひがし,east,N5
引く,ひく,to pull,N5
弾く,ひく,"to play an instrument with strings, including piano",N5
低い,ひくい,"short,low",N5
飛行機,ひこうき,aeroplane,N5
左,ひだり,left hand side,N5
人,ひと,person,N5
一つ,ひとつ,one,N5
一月,ひとつき,one month,N5
一人,ひとり,one person,N5
暇,ひま,free time,N5
百,ひゃく,hundred,N5
病院,びょういん,hospital,N5
病気,びょうき,illness,N5
昼,ひる,"noon, daytime",N5
昼御飯,ひるごはん,midday meal,N5
広い,ひろい,"spacious,wide",N5
,フィルム,roll of film,N5
封筒,ふうとう,envelope,N5
,プール,swimming pool,N5
,フォーク,fork,N5
吹く,ふく,to blow,N5
服,ふく,clothes,N5
二つ,ふたつ,two,N5
豚肉,ぶたにく,pork,N5
二人,ふたり,two people,N5
二日,ふつか,"two days, second day of the month",N5
太い,ふとい,fat,N5
冬,ふゆ,winter,N5
降る,ふる,"to fall, e.g. rain or snow",N5
古い,ふるい,old (not used for people),N5
,ふろ,bath,N5
文章,ぶんしょう,"sentence,text",N5
,ページ,page,N5
下手,へた,unskillful,N5
,ベッド,bed,N5
,ペット,pet,N5
部屋,へや,room,N5
辺,へん,area,N5
,ペン,pen,N5
勉強,べんきょうする,to study,N5
便利,べんり,"useful, convenient",N5
帽子,ぼうし,hat,N5
,ボールペン,ball-point pen,N5
,ほか,"other, the rest",N5
,ポケット,pocket,N5
欲しい,ほしい,want,N5
,ポスト,post,N5
細い,ほそい,thin,N5
,ボタン,button,N5
,ホテル,hotel,N5
本,ほん,book,N5
本棚,ほんだな,bookshelves,N5
,ほんとう,truth,N5
毎朝,まいあさ,every morning,N5
